 01, 1961112900, 128S, 1600E
 01, 1961112906, 134S, 1602E
 01, 1961112912, 138S, 1602E
 01, 1961112918, 139S, 1598E
 01, 1961113000, 140S, 1596E
 01, 1961113006, 140S, 1599E
 01, 1961113012, 140S, 1602E
 01, 1961113018, 143S, 1606E
 01, 1961120100, 148S, 1609E
 01, 1961120106, 154S, 1611E
 01, 1961120112, 160S, 1612E
 01, 1961120118, 165S, 1614E
 01, 1961120200, 171S, 1616E
 01, 1961120206, 188S, 1618E
 01, 1961120212, 210S, 1620E
 01, 1961120218, 227S, 1623E
 01, 1961120300, 241S, 1629E
 01, 1961120306, 248S, 1640E
 01, 1961120312, 253S, 1652E
 01, 1961120318, 256S, 1661E
 01, 1961120400, 260S, 1670E
 01, 1961120406, 268S, 1680E
 01, 1961120412, 275S, 1690E
 01, 1961120418, 278S, 1682E
 01, 1961120500, 280S, 1673E
 01, 1961120506, 280S, 1682E
 01, 1961120512, 280S, 1690E
 01, 1961120518, 283S, 1696E
 01, 1961120600, 287S, 1702E
 01, 1961120606, 289S, 1706E
 01, 1961120612, 292S, 1711E
 01, 1961120618, 295S, 1715E
 01, 1961120700, 298S, 1720E
 01, 1961120706, 301S, 1727E
 01, 1961120712, 305S, 1735E
 01, 1961120718, 308S, 1742E
 01, 1961120800, 310S, 1748E
 01, 1961120806, 315S, 1754E
 01, 1961120812, 320S, 1760E
 01, 1961120818, 321S, 1764E
 01, 1961120900, 323S, 1769E
 01, 1961120906, 328S, 1776E
 01, 1961120912, 332S, 1784E
 01, 1961120918, 336S, 1791E
 01, 1961121000, 340S, 1798E
 02, 1961121918, 126S,  442E
 02, 1961122000, 127S,  445E
 02, 1961122006, 130S,  449E
 02, 1961122012, 135S,  454E
 02, 1961122018, 142S,  458E
 02, 1961122100, 150S,  460E
 02, 1961122106, 160S,  459E
 02, 1961122112, 172S,  458E
 02, 1961122118, 185S,  453E
 02, 1961122200, 196S,  444E
 02, 1961122206, 205S,  435E
 02, 1961122212, 209S,  424E
 02, 1961122218, 210S,  416E
 02, 1961122300, 210S,  421E
 02, 1961122306, 210S,  430E
 02, 1961122312, 216S,  437E
 02, 1961122318, 223S,  443E
 02, 1961122400, 219S,  447E
 02, 1961122406, 206S,  448E
 03, 1961122118, 171S,  541E
 03, 1961122200, 174S,  547E
 03, 1961122206, 176S,  551E
 03, 1961122212, 177S,  552E
 03, 1961122218, 177S,  553E
 03, 1961122300, 178S,  553E
 03, 1961122306, 179S,  554E
