 01, 2011120206,  61S,  972E
 01, 2011120212,  65S,  968E
 01, 2011120218,  73S,  964E
 01, 2011120300,  81S,  959E
 01, 2011120306,  91S,  955E
 01, 2011120312,  97S,  946E
 01, 2011120318, 108S,  940E
 01, 2011120400, 119S,  929E
 01, 2011120406, 125S,  912E
 01, 2011120412, 128S,  896E
 01, 2011120418, 126S,  888E
 01, 2011120500, 123S,  881E
 01, 2011120506, 122S,  878E
 01, 2011120506, 122S,  878E
 01, 2011120512, 123S,  875E
 01, 2011120512, 123S,  875E
 01, 2011120518, 122S,  872E
 01, 2011120518, 122S,  872E
 01, 2011120600, 126S,  872E
 01, 2011120606, 130S,  874E
 01, 2011120612, 135S,  876E
 01, 2011120618, 136S,  882E
 01, 2011120700, 137S,  890E
 01, 2011120700, 137S,  890E
 01, 2011120706, 143S,  902E
 01, 2011120706, 143S,  902E
 01, 2011120712, 148S,  915E
 01, 2011120712, 148S,  915E
 01, 2011120718, 154S,  931E
 01, 2011120718, 154S,  931E
 01, 2011120718, 154S,  931E
 01, 2011120800, 163S,  948E
 01, 2011120800, 163S,  948E
 01, 2011120800, 163S,  948E
 01, 2011120806, 174S,  968E
 01, 2011120806, 174S,  968E
 01, 2011120806, 174S,  968E
 01, 2011120812, 184S,  988E
 01, 2011120812, 184S,  988E
 01, 2011120812, 184S,  988E
 01, 2011120818, 197S, 1006E
 01, 2011120818, 197S, 1006E
 01, 2011120818, 197S, 1006E
 01, 2011120900, 206S, 1018E
 01, 2011120906, 213S, 1025E
 01, 2011120912, 214S, 1029E
 02, 2011120212, 125S,  693E
 02, 2011120218, 123S,  692E
 02, 2011120300, 121S,  692E
 02, 2011120306, 122S,  694E
 02, 2011120312, 124S,  695E
 02, 2011120318, 129S,  698E
 02, 2011120400, 137S,  703E
 02, 2011120406, 143S,  704E
 02, 2011120412, 146S,  705E
 02, 2011120418, 149S,  705E
 02, 2011120500, 153S,  704E
 02, 2011120506, 158S,  702E
 02, 2011120512, 163S,  700E
 02, 2011120518, 166S,  697E
 02, 2011120600, 169S,  695E
 02, 2011120606, 169S,  691E
 02, 2011120612, 169S,  686E
 02, 2011120618, 165S,  683E
 02, 2011120700, 163S,  680E
 02, 2011120706, 162S,  676E
 02, 2011120712, 160S,  674E
 02, 2011120718, 162S,  671E
 02, 2011120800, 167S,  667E
 02, 2011120806, 166S,  662E
 02, 2011120812, 162S,  664E
 02, 2011120815, 163S,  666E
 02, 2011120818, 165S,  666E
 02, 2011120900, 165S,  661E
 02, 2011120906, 165S,  656E
 02, 2011120912, 165S,  650E
 02, 2011120918, 165S,  644E
 02, 2011121000, 165S,  635E
 02, 2011121006, 164S,  628E
 02, 2011121012, 164S,  622E
 02, 2011121018, 162S,  616E
 02, 2011121100, 161S,  612E
 02, 2011121106, 160S,  608E
 02, 2011121112, 163S,  598E
 02, 2011121118, 162S,  586E
 03, 2011122406, 106S, 1322E
 03, 2011122412, 102S, 1324E
 03, 2011122418, 103S, 1328E
 03, 2011122500, 107S, 1330E
 03, 2011122506, 112S, 1329E
 03, 2011122512, 117S, 1328E
 03, 2011122518, 122S, 1327E
 03, 2011122600, 126S, 1326E
 03, 2011122606, 129S, 1325E
 04, 2011122700,  92S,  951E
 04, 2011122706, 104S,  945E
 04, 2011122712, 112S,  934E
 04, 2011122718, 117S,  923E
 04, 2011122800, 120S,  911E
 04, 2011122806, 122S,  900E
 04, 2011122812, 122S,  889E
 04, 2011122818, 124S,  878E
 04, 2011122900, 126S,  867E
 04, 2011122906, 128S,  854E
 04, 2011122912, 130S,  840E
 04, 2011122918, 131S,  826E
 04, 2011123000, 132S,  812E
 04, 2011123006, 133S,  798E
 04, 2011123012, 135S,  787E
 04, 2011123012, 135S,  787E
 04, 2011123018, 137S,  778E
 04, 2011123018, 137S,  778E
 04, 2011123018, 137S,  778E
 04, 2011123100, 143S,  771E
 04, 2011123100, 143S,  771E
 04, 2011123100, 143S,  771E
 04, 2011123106, 149S,  767E
 04, 2011123106, 149S,  767E
 04, 2011123106, 149S,  767E
 04, 2011123112, 152S,  761E
 04, 2011123112, 152S,  761E
 04, 2011123112, 152S,  761E
 04, 2011123118, 158S,  756E
 04, 2011123118, 158S,  756E
 04, 2011123118, 158S,  756E
 04, 2012010100, 166S,  754E
 04, 2012010100, 166S,  754E
 04, 2012010100, 166S,  754E
 04, 2012010106, 172S,  751E
 04, 2012010106, 172S,  751E
 04, 2012010106, 172S,  751E
 04, 2012010112, 179S,  749E
 04, 2012010112, 179S,  749E
 04, 2012010112, 179S,  749E
 04, 2012010118, 187S,  747E
 04, 2012010118, 187S,  747E
 04, 2012010118, 187S,  747E
 04, 2012010200, 192S,  740E
 04, 2012010200, 192S,  740E
 04, 2012010200, 192S,  740E
 04, 2012010206, 199S,  738E
 04, 2012010206, 199S,  738E
 04, 2012010206, 199S,  738E
 04, 2012010212, 205S,  736E
 04, 2012010212, 205S,  736E
 04, 2012010212, 205S,  736E
 04, 2012010218, 210S,  734E
 04, 2012010218, 210S,  734E
 04, 2012010300, 213S,  732E
 04, 2012010300, 213S,  732E
 04, 2012010306, 216S,  730E
 04, 2012010306, 216S,  730E
 04, 2012010312, 219S,  734E
 04, 2012010312, 219S,  734E
 04, 2012010318, 216S,  735E
 04, 2012010400, 217S,  737E
 04, 2012010406, 218S,  747E
 04, 2012010412, 232S,  752E
 04, 2012010418, 235S,  749E
 04, 2012010500, 233S,  746E
 04, 2012010506, 241S,  750E
 05, 2012010706, 176S,  412E
 05, 2012010712, 179S,  415E
 05, 2012010718, 184S,  417E
 05, 2012010800, 189S,  420E
 05, 2012010806, 191S,  426E
 05, 2012010812, 194S,  432E
 05, 2012010818, 201S,  436E
 05, 2012010900, 208S,  441E
 05, 2012010906, 215S,  444E
 05, 2012010912, 222S,  439E
 06, 2012011000, 145S, 1193E
 06, 2012011006, 154S, 1191E
 06, 2012011012, 165S, 1192E
 06, 2012011018, 175S, 1193E
 06, 2012011100, 183S, 1195E
 06, 2012011106, 190S, 1190E
 06, 2012011112, 196S, 1188E
 06, 2012011112, 196S, 1188E
 06, 2012011115, 199S, 1188E
 06, 2012011115, 199S, 1188E
 06, 2012011115, 199S, 1188E
 06, 2012011118, 202S, 1187E
 06, 2012011200, 208S, 1186E
 06, 2012011206, 214S, 1184E
 06, 2012011212, 221S, 1183E
 06, 2012011218, 228S, 1182E
 06, 2012011300, 239S, 1182E
 06, 2012011306, 250S, 1177E
 07, 2012011800, 123S,  718E
 07, 2012011806, 127S,  707E
 07, 2012011812, 131S,  696E
 07, 2012011818, 138S,  686E
 07, 2012011900, 143S,  677E
 07, 2012011906, 149S,  670E
 07, 2012011912, 161S,  664E
 07, 2012011918, 174S,  659E
 07, 2012011918, 174S,  659E
 07, 2012012000, 178S,  649E
 07, 2012012000, 178S,  649E
 07, 2012012006, 185S,  648E
 07, 2012012006, 185S,  648E
 07, 2012012006, 185S,  648E
 07, 2012012012, 192S,  647E
 07, 2012012012, 192S,  647E
 07, 2012012018, 198S,  642E
 07, 2012012018, 198S,  642E
 07, 2012012018, 198S,  642E
 07, 2012012100, 207S,  639E
 07, 2012012100, 207S,  639E
 07, 2012012100, 207S,  639E
 07, 2012012106, 216S,  638E
 07, 2012012106, 216S,  638E
 07, 2012012112, 225S,  638E
 07, 2012012112, 225S,  638E
 07, 2012012118, 236S,  639E
 07, 2012012118, 236S,  639E
 07, 2012012200, 246S,  642E
 07, 2012012206, 261S,  646E
 07, 2012012212, 276S,  651E
 07, 2012012218, 292S,  658E
 07, 2012012300, 306S,  670E
 07, 2012012306, 317S,  685E
 07, 2012012312, 332S,  714E
 08, 2012011806, 167S,  414E
 08, 2012011812, 169S,  414E
 08, 2012011818, 172S,  414E
 08, 2012011900, 175S,  412E
 08, 2012011906, 175S,  408E
 08, 2012011912, 179S,  405E
 08, 2012011918, 182S,  399E
 08, 2012012000, 182S,  393E
 08, 2012012000, 182S,  393E
 08, 2012012000, 182S,  393E
 08, 2012012006, 183S,  387E
 08, 2012012006, 183S,  387E
 08, 2012012006, 183S,  387E
 08, 2012012012, 183S,  383E
 08, 2012012012, 183S,  383E
 08, 2012012012, 183S,  383E
 08, 2012012018, 183S,  380E
 08, 2012012018, 183S,  380E
 08, 2012012018, 183S,  380E
 08, 2012012100, 181S,  377E
 08, 2012012100, 181S,  377E
 08, 2012012100, 181S,  377E
 08, 2012012106, 180S,  377E
 08, 2012012106, 180S,  377E
 08, 2012012106, 180S,  377E
 08, 2012012112, 179S,  378E
 08, 2012012112, 179S,  378E
 08, 2012012112, 179S,  378E
 08, 2012012118, 178S,  380E
 08, 2012012118, 178S,  380E
 08, 2012012118, 178S,  380E
 08, 2012012200, 177S,  382E
 08, 2012012200, 177S,  382E
 08, 2012012200, 177S,  382E
 08, 2012012206, 177S,  384E
 08, 2012012206, 177S,  384E
 08, 2012012206, 177S,  384E
 08, 2012012212, 177S,  386E
 08, 2012012212, 177S,  386E
 08, 2012012212, 177S,  386E
 08, 2012012218, 178S,  389E
 08, 2012012218, 178S,  389E
 08, 2012012218, 178S,  389E
 08, 2012012300, 180S,  391E
 08, 2012012300, 180S,  391E
 08, 2012012300, 180S,  391E
 08, 2012012306, 183S,  393E
 08, 2012012306, 183S,  393E
 08, 2012012306, 183S,  393E
 08, 2012012312, 187S,  394E
 08, 2012012312, 187S,  394E
 08, 2012012312, 187S,  394E
 08, 2012012318, 192S,  394E
 08, 2012012318, 192S,  394E
 08, 2012012318, 192S,  394E
 08, 2012012400, 197S,  393E
 08, 2012012400, 197S,  393E
 08, 2012012400, 197S,  393E
 08, 2012012406, 205S,  395E
 08, 2012012406, 205S,  395E
 08, 2012012406, 205S,  395E
 08, 2012012412, 213S,  391E
 08, 2012012412, 213S,  391E
 08, 2012012412, 213S,  391E
 08, 2012012418, 218S,  389E
 08, 2012012418, 218S,  389E
 08, 2012012418, 218S,  389E
 08, 2012012500, 223S,  387E
 08, 2012012500, 223S,  387E
 08, 2012012500, 223S,  387E
 08, 2012012506, 226S,  387E
 08, 2012012506, 226S,  387E
 08, 2012012506, 226S,  387E
 08, 2012012512, 229S,  388E
 08, 2012012512, 229S,  388E
 08, 2012012512, 229S,  388E
 08, 2012012518, 234S,  389E
 08, 2012012518, 234S,  389E
 08, 2012012518, 234S,  389E
 08, 2012012600, 237S,  391E
 08, 2012012600, 237S,  391E
 08, 2012012600, 237S,  391E
 08, 2012012606, 240S,  393E
 08, 2012012606, 240S,  393E
 08, 2012012606, 240S,  393E
 08, 2012012612, 245S,  394E
 08, 2012012612, 245S,  394E
 08, 2012012612, 245S,  394E
 08, 2012012618, 250S,  395E
 08, 2012012618, 250S,  395E
 08, 2012012618, 250S,  395E
 08, 2012012700, 255S,  396E
 08, 2012012700, 255S,  396E
 08, 2012012700, 255S,  396E
 08, 2012012706, 259S,  397E
 08, 2012012706, 259S,  397E
 08, 2012012706, 259S,  397E
 08, 2012012712, 263S,  399E
 08, 2012012712, 263S,  399E
 08, 2012012712, 263S,  399E
 08, 2012012718, 268S,  402E
 08, 2012012718, 268S,  402E
 08, 2012012718, 268S,  402E
 08, 2012012800, 272S,  406E
 08, 2012012800, 272S,  406E
 08, 2012012800, 272S,  406E
 08, 2012012806, 279S,  413E
 08, 2012012806, 279S,  413E
 08, 2012012812, 297S,  420E
 08, 2012012818, 309S,  430E
 08, 2012012900, 321S,  447E
 09, 2012012400, 165S, 1129E
 09, 2012012406, 167S, 1119E
 09, 2012012412, 163S, 1108E
 09, 2012012418, 161S, 1097E
 09, 2012012500, 159S, 1090E
 09, 2012012506, 159S, 1083E
 09, 2012012512, 158S, 1081E
